Program,UW Course Code,UW Course,Foreign Course,Host University,Year Taken,
Mechanical Engineering,GENE 22D,GENE 22D - Elementary Cantonese,CBS1153 - Elementary Cantonese,Hong Kong Polytechnical University ,2019,
Mechanical Engineering,GENE 22D,GENE 22D - Technology Dynamics,MOT1411 - Technology Dynamics,Delft University of Technology ,2022,
Mechanical Engineering,GENE 22D,GENE 22D - complementary studies elective,Basic Japanese 2,Tokyo Institute of Technology ,2019,
Mechanical Engineering,GENE 22D,GENE 22D - complementary studies elective,Basic Japanese 2,Tokyo Institute of Technology ,2019,
Mechanical Engineering,ME 321,ME 321 - Kinematics and Dynamics of Machines,MA2002 - Theory of Mechanism,Nanyang Technological University ,2020,
Mechanical Engineering,ME 340,ME 340 - Manufacturing Processes,MA2004 - Manufacturing Processes,Nanyang Technological University ,2020,
Mechanical Engineering,ME 351,ME 351 - Fluid Mechanics 1,41312 - Basic Fluid Mechanics,Technical University of Denmark ,2022,
Mechanical Engineering,ME 351,ME 351 - Fluid Mechanics,30.103 - Fluid Mechanics,Singapore University of Technology and Design ,2020,
Mechanical Engineering,ME 353,ME 353 - Heat Transfer 1,41814 - Heat Transfer,Technical University of Denmark ,2022,
Mechanical Engineering,ME 353,ME 353 - Heat Transfer 1,EG 231 - Heat Transfer,Swansea University ,2016,
Mechanical Engineering,ME 354,ME 354 - Thermodynamics 2,MA2007 - Thermodynamics*,Nanyang Technological University ,2020,
Mechanical Engineering,ME 360,ME 360 - Introduction to Control Systems,34721 - Linear Control Design 1,Technical University of Denmark ,2022,
Mechanical Engineering,ME 360,ME 360 - Introduction to Control Systems,FRTF05 - Automatic Control  Basic Course,Lunds Universitet,2022,
Mechanical Engineering,ME 360,ME 360 - Introduction to Control Systems,2619 - Einfuhrung in die regelungstechnik,Technische Universität Braunschweig ,2012,
Mechanical Engineering,ME 360,ME 360 - Introduction to Control Systems,CH3043A - Process Dynamics and Control,Delft University of Technology ,2022,
Mechanical Engineering,ME 360,ME 360 - Introduction to Control Systems,30.101 - Systems and Control,Singapore University of Technology and Design ,2020,
Mechanical Engineering,ME 362,ME 362 - Fluid Mechanics 2,Stromungsmechanik,Technische Universität Braunschweig ,2012,
Mechanical Engineering,ME 362,ME 362 - Fluid Mechanics 2,WB1427-03 - Advanced Fluid Dynamics A,Delft University of Technology ,2022,
Mechanical Engineering,ME 362,ME 362 - Fluid Mechanics 2,WB1427-03 - Advanced Fluid Dynamics A,Delft University of Technology ,2022,
Mechanical Engineering,ME 362,ME 362 - Fluid Mechanics 2,ME45040 - Advanced Fluid Dynamics,Delft University of Technology ,2022,
Mechanical Engineering,ME 380,ME 380 - Mechanical Engineering Design Workshop,ME22002 - Integrated Product Development Foundations,Hong Kong Polytechnical University ,2019,
Mechanical Engineering,ME 380,ME 380 - Mechanical Engineering Design Workshop,MMKN65 - Machine Design,Lunds Universitet,2022,
Mechanical Engineering,ME 380,ME 380 - Mechanical Engineering Design Workshop,WB5414-08 - Design of Machinnes and Mechanisms,Delft University of Technology ,2022,
Mechanical Engineering,ME 380,ME 380 - Mechanical Engineering Design Workshop,ME41075 - Biomedical Engineering Design,Delft University of Technology ,2022,
Mechanical Engineering,ME 423,ME 423 - Mechanical Design 2,EG 269 - Design of Machine Elements,Swansea University ,2016,
Mechanical Engineering,ME 452,ME 452 - Energy Transfer in Buildings,ME44001 - Air Conditioning for Indoor Thermal,Hong Kong Polytechnical University ,2019,
Mechanical Engineering,ME 524,ME 524 - Advanced Dynamics and Vibrations,EG 360 - Dynamics 2,Swansea University ,2016,
Mechanical Engineering,ME 559,ME 559 - Finite Element Methods,MA3004 - Mathematical Methods in Engineering,Nanyang Technological University ,2020,
Mechanical Engineering,ME 559,ME 559 - Finite Element Methods,Materials Modeling and Simulation for Engineering,Tokyo Institute of Technology ,2019,
Mechanical Engineering,ME 561,ME 561 - Fluid Power Control Systems,Fluid Robotics,Tokyo Institute of Technology ,2019,
Mechanical Engineering,ME 561,ME 561 - Fluid Power Control Systems,Fluid Robotics,Tokyo Institute of Technology ,2019,
Mechanical Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2022,
Mechanical Engineering ,ME 322,ME 322 - Mechanical Design 1,ME2101 - Fundamentals of Mechanical Design,National University of Singapore ,2019,
Mechanical Engineering ,ME 360,ME 360 - Introduction to Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2019,
Mechanical Engineering ,ME 362,ME 362 - Fluid Mechanics 2,ME2135 - Fluid Mechanics II,National University of Singapore ,2019,
Mechanical Engineering ,ME 380,ME 380 - Mechanical Engineering Design Workshop,ME3103 - Mechanical System Design,National University of Singapore ,2019,
Mechatronics Engineering,CS 488,CS 488 - Introduction to Computer Graphics,02561 - Computer Graphics,Technical University of Denmark ,2022,
Mechatronics Engineering,ECE 309,ECE 309 - Introduction to Thermodynamics and Heat Transfer,EBB222.2 - Thermodynamics 1,Queensland University of Technology ,2014,
Mechatronics Engineering,GENE 21T,GENE 21T - technical elective,15756 - Computing Technologies for the Web,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,GENE 21T,TE: GENE 21T (technical elective),OHJ 2556 - Artificial Intelligence,Tampere University of Technology ,2013,
Mechatronics Engineering,GENE 21T,GENE 21T - technical elective,RO47002 - Machine Learning for Robotics,Delft University of Technology ,2022,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),GC0001 - Sustainability: Seeing Through the Haze,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),EE0040 - Engineers and Society,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),GC0001 - Sustainability: Seeing Through the Haze,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),MA0101 - Engineers and Society,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),MA0101 - Engineers and Society,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),SPM9239 - Responsible Innovation,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),SPM9239 - Responsible Innovation,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),SPM9239 - Responsible Innovation,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),SPM9239 - Responsible Innovation,Delft University of Technology ,2018,
Mechatronics Engineering,GENE 22A,GENE 22A - complimentary studies elective (list A),CIV173 - Engineering Sustainability,University of Sheffield ,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),BE2501 - International Business Environment,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),BU8642 - Leadership ini the 21st Century,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),11683 - The 1960s and The New Journalism,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SASH55 - Introduction to Scandinavian Culture and Society,Lunds Universitet,2020,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SASH86 - Food  Tradition and Innovation,Lunds Universitet,2020,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SASH26 - Diversity of the World's Languages,Lunds Universitet,2020,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SASH56 - Modern Design in Scandinavia,Lunds Universitet,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SASH59 - Gastronomy: Sustainable Eating,Lunds Universitet,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),MS43810 - Materials in Art and Design,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),MOT9610 - Entrepreneurship Basic Course,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),TBM019A - Introduction to Energy Systems,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies electives (list C),MS43810 - Materials in Art and Design,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),MOT9610 - Entrepreneurship Basic Course,Delft University of Technology ,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),WM0203TU-ENG - Oral Presentations,Delft University of Technology ,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),013992 - Aboriginal Sydney Now,University of Technology, Sydney ,2022
Mechatronics Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),GET1036 - The Logic of Language,National University of Singapore ,2020,
Mechatronics Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),EC1301 - Principles of Economics,National University of Singapore ,2020,
Mechatronics Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),EC1301 - Principles of Economics,National University of Singapore ,2020,
Mechatronics Engineering,GENE 22C,GENE 22C - complementary studies elective (list C),GET1036 -  The Logic of Language,National University of Singapore ,2019,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),SCS1013 - Globalisationi and World Cultures,University of Sheffield ,2018,
Mechatronics Engineering,GENE 22C,GENE 22C - complimentary studies elective (list C),TRP130 - Housing  Home and Neighbourhood,University of Sheffield ,2018,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),LJ9002 - Japanese Language Level 2,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),LC9001 - Chinese Language Level 1,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),LJ9001 - Japanese Language Level 1,Nanyang Technological University ,2018,
Mechatronics Engineering,GENE 22D,CSE: GENE 22D (complimentary studies elective  list D),KIE 1056 - Finnish for Beginners,Tampere University of Technology ,2013,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),EXTA24 - Swedish for Exchange Students  Level 1,Lunds Universitet,2020,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),SUSA11 - Swedish: Introductory Course for Exchange Students 1,Lunds Universitet,2020,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),SUSA11 - Swedish: Introductory Course for Exchange 1,Lunds Universitet,2018,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),MARS2005 - Australia's Marine Environment,University of Queensland ,2018,
Mechatronics Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),WM0203TU-ENG - Oral Presentations,Delft University of Technology ,2022,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),WM1115TU - Dutch Elementary 1,Delft University of Technology ,2019,
Mechatronics Engineering,GENE 22D,GENE 22D - complimentary studies elective (list D),WM0203TU-EN - Oral Presentations,Delft University of Technology ,2018,
Mechatronics Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),LAJ1201 - Japanese 1,National University of Singapore ,2020,
Mechatronics Engineering,GENE 22D,GENE 22D - complementary studies elective (list D),LAC1201 - Chinese 1,National University of Singapore ,2019,
Mechatronics Engineering,ME 321,ME 321 - Kinematics and Dynamics of Machines,ME202 - Mechanical Systems,Ecole Polytechnique Fédérale de Lausanne ,2020,
Mechatronics Engineering,ME 321,ME 321 - Kinematics and Dynamics of Machines,ENB312.2 - Dynamics of Machinery,Queensland University of Technology ,2014,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,15499 - Engineering Fluid Mechanics,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics,15499 - Engineering Fluid Mechanics,Universidad Carlos III de Madrid ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,41312 - Basic Fluid Mechanics,Technical University of Denmark ,2022,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MMVF10 - Fluid Mechanics,Lunds Universitet,2020,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MMVF10 - Fluid Mechanics,Lunds Universitet,2020,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,VVRF10 - Fluid Mechanics,Lunds Universitet,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,AE2130 - Aerodynamics,Delft University of Technology ,2018,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,48641 - Fluid Mechanics,University of Technology, Sydney ,2022
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,CIVIL210 - Fluid Mechanics,Ecole Polytechnique Fédérale de Lausanne ,2020,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2020,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2020,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2019,
Mechatronics Engineering,ME 351,ME 351 - Fluid Mechanics 1,MEC208 - Fluids Engineering,University of Sheffield ,2018,
Mechatronics Engineering,ME 547,ME 547 - Robotic Manipulators: Kinematics  Dynamics and Control,RO47001 - Robot Dynamics and Control,Delft University of Technology ,2022,
Mechatronics Engineering,ME 559,ME 559 - Fiinite Element Methods,MEC 2436 - Finite Element Method,Tampere University of Technology ,2013,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,BU8201 - Business Finance,Nanyang Technological University ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,BU8201 - Business Finance,Nanyang Technological University ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,BU8201 - Business Finance,Nanyang Technological University ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,BU8201 - Business Finance,Nanyang Technological University ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,BU8201 - Business Finance,Nanyang Technological University ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,BU8201 - Business Finance,Nanyang Technological University ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 – Engineering Economics: Financial Management for Engineers,13747 - Financial Economics,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MSCI 261,MSCI 261 – Engineering Economics: Financial Management for Engineers,13747 - Financial Economics,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,13747 - Financial Economics,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,62198 - Economics for Engineers,Technical University of Denmark ,2022,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,ACCT1101 - Accounting for Decision Making,University of Queensland ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Manaagement for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,MOT1461 - Financial Management,Delft University of Technology ,2018,
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,48250 - Economics and Finance for Engineering,University of Technology, Sydney ,2022
Mechatronics Engineering,MSCI 261,MSCI 261 - Engineering Economics: Financial Management for Engineers,ECN101 - Business Economics,University of Sheffield ,2018,
Mechatronics Engineering,MSCI 422,MSCI 422 - Economical Impact of Technological Change and Entrepreneurship,WMO903TU - Technological Entrepreneurship and Global Development,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 442,MSCI 442 - Impact of Information Systems on Organizations and Society,IS1103IS - Innovations in Organisations and Society,National University of Singapore ,2019,
Mechatronics Engineering,MSCI 442,MSCI 442 - Impact of Information Systems on Organizations and Society,IS1103IS - Innovations in Organisations and Society,National University of Singapore ,2019,
Mechatronics Engineering,MSCI 454,MSCI 454 - Technical Entrepreneurship,MOT9610 - Entrepreneurship Basic Course,Delft University of Technology ,2019,
Mechatronics Engineering,MSCI 454,MSCI 454 - Technical Entrepreneurship,MOT9610 - Entrepreneurship Basic Course,Delft University of Technology ,2019,
Mechatronics Engineering,MTE 309,MTE 309 - Introduction to Thermodynamics and Heat Transfer,ME341 - Heat and Mass Transfer,Ecole Polytechnique Fédérale de Lausanne ,2020,
Mechatronics Engineering,MTE 320,MTE 320 - Actuators and Power Electronics,EE365 - Power Electronics,Ecole Polytechnique Fédérale de Lausanne ,2020,
Mechatronics Engineering,MTE 320,MTE 320 - Actuators and Power Electronics,ENB340.2 - Power Systems and Machines,Queensland University of Technology ,2014,
Mechatronics Engineering,MTE 322,MTE 322 - Electromechanical Machines,MEC 3356 - Design of Mechatronic Systems,Tampere University of Technology ,2013,
Mechatronics Engineering,MTE 322,MTE 322 - Electromechanical Machine Design,ME2102 - Engineering Innovation and Modelling,National University of Singapore ,2020,
Mechatronics Engineering,MTE 322,MTE 322 - Electromechanical Machine Design,ME2102 - Engineering Innovation and Modelling,National University of Singapore ,2020,
Mechatronics Engineering,MTE 325,MTE 325 - Microprocessor Systems and Interfacing for Mechatronics Engineering,CSSE3010 - Embedded System Design,University of Queensland ,2018,
Mechatronics Engineering,MTE 325,MTE 325 - Microprocessing Systems and Interfacing,ENB 301.2 - Instrumentation and Control,Queensland University of Technology ,2014,
Mechatronics Engineering,MTE 351,MTE 351 - Fluid Mechanics 1,15499 - Engineering Fluid Mechanics,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MTE 351,MTE 351 - Fluid Mechanics 1,15499 - Engineering Fluid Mechanics,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,MA2003 - Introduction to Thermo-Fluids,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,EE3011 - Modelling and Control,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,14026 - Control Engineering I,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,14026 - Control Engineering I,Universidad Carlos III de Madrid ,2019,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,34721 - Linear Control Design 1,Technical University of Denmark ,2022,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,FRTF10 - Systems Engineering,Lunds Universitet,2020,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,FRTF10 - Systems Engineering,Lunds Universitet,2020,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,FRTF05 - Automatic Control  Basic Course,Lunds Universitet,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,METR4201 - Control Engineering 1,University of Queensland ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME46085 - Mechatronic System Design,Delft University of Technology ,2022,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME46085 - Mechatronic System Design,Delft University of Technology ,2019,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME46085 - Mechatronic System Design,Delft University of Technology ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME46085 - Mechatronic System Design,Delft University of Technology ,2018,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,48660 - Dynamics and Control,University of Technology, Sydney ,2022
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2020,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2019,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,ME2142 - Feedback Control Systems,National University of Singapore ,2019,
Mechatronics Engineering,MTE 360,MTE 360 - Automatic Control Systems,MEC321 - Control Engineering for Mechanical Engineering,University of Sheffield ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,DD9009 - Design Thinking,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,DD9009 - Design Thinking,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,DD9009 - Design Thinking,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,DD9009 - Design Thinking,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,EE2073 - Introduction to EEE Design and Project,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,EE2073 - Introduction to EEE Design and Project,Nanyang Technological University ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design,18421 - Industrial Automation I,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design,18421 - Industrial Automation I,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design,18421 - Industrial Automation II,Universidad Carlos III de Madrid ,2022,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,14028 - Industrial Automation II,Universidad Carlos III de Madrid ,2019,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,MMKN11 - Design for X,Lunds Universitet,2020,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,MMKN11 - Design for X,Lunds Universitet,2020,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design,EIEF01 - Applied Mechatronics,Lunds Universitet,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,METR4810 - Mechatronic System Design II,University of Queensland ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronic Engineering Design Workshop,ME41075 - Biomedical Engineering Design,Delft University of Technology ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,ME41075 - Biomedical Engineering Design,Delft University of Technology ,2018,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2020,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2020,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2019,
Mechatronics Engineering,MTE 380,MTE 380 - Mechatronics Engineering Design Workshop,EE3031 - Innovation and Enterprise I,National University of Singapore ,2019,
Mechatronics Engineering,SYDE 372,SYDE 372 - Introduction to Pattern Recognition,02450 - Introduction to Machine Learning and Data Mining,Technical University of Denmark ,2022,
Mechatronics Engineering ,GENE 22A,GENE 22A - complementary studies elective (list A),IS1103 - IS Innovations in Organisations and Society,National University of Singapore ,2020,
Mechatronics Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),GEX1026 - I do think therefore I am,National University of Singapore ,2022,
Mechatronics Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),MUA2251 - Live Interactivity,National University of Singapore ,2022,
Mechatronics Engineering ,GENE 22C,GENE 22C - complementary studies elective (list C),GET1036 - The Logic of Language,National University of Singapore ,2020,
Mechatronics Engineering ,GENE 22D,GENE 22D - complementary studies elective (list D),GET1028 - Logic,National University of Singapore ,2020,
Mechatronics Engineering ,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2020,
Mechatronics Engineering ,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2020,
Mechatronics Engineering ,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2020,
Mechatronics Engineering ,ME 351,ME 351 - Fluid Mechanics 1,CN2122 - Fluid Mechanics,National University of Singapore ,2020,
Mechatronics Engineering ,MSCI 442,MSCI 442 - Impact of Information Systems on Organizations and Society,IS1103 - IS Innovations in Organisations and Society,National University of Singapore ,2020,
